tip	date	distance	residual
HOUSE1802_12194_43.2893081667404	43.2893081667404	0.12056698136200189	0.01254265225019982
HOUSE311_11254_42.901031013303	42.901031013303	0.1218944315520019	0.014810273916703476
HOUSE2172_2194_42.4876924499707	42.4876924499707	0.1185623186320019	0.012479015988926645
HOUSE6019_6043_44.78937855519	44.78937855519	0.11850346438200189	0.00684687573733124
HOUSE5807_8702_41.7446393764112	41.7446393764112	0.1042932027630019	9.123430142976563E-6
HOUSE5807_5793_43.0971090111416	43.0971090111416	0.1103934465690399	0.00283450709528979
HOUSE6019_8456_40.4419399867766	40.4419399867766	0.0994031032410399	-0.00172662926056609
HOUSE6019_13322_44.002572105758	44.002572105758	0.11122880681400191	0.0014773855857920515
HOUSE4374_4339_44.9103881450814	44.9103881450814	0.11104509401800189	-9.045063678750076E-4
HOUSE1743_10787_41.7404777639842	41.7404777639842	0.1066482394510019	0.0023742370162181947
HOUSE1013_7318_43.2340012537315	43.2340012537315	0.1095751578250019	0.0016847484702705168
HOUSE5237_5206_44.3028372328263	44.3028372328263	0.1147553776490019	0.004276896625078672
HOUSE3322_12079_44.9955127237395	44.9955127237395	0.1115921360490019	-5.635843727700429E-4
HOUSE4119_4078_44.1792039736174	44.1792039736174	0.1166094162540019	0.006430299905095874
HOUSE1064_1036_44.0229271104929	44.0229271104929	0.11187246508200191	0.0020717563933107114
HOUSE391_377_44.4043383231947	44.4043383231947	0.1109760135910019	2.5175856478787395E-4
HOUSE76_61_40.0186701700377	40.0186701700377	0.10600582666800189	0.005900996623416199
HOUSE1228_1213_41.8377101619262	41.8377101619262	0.1094562021880019	0.004946761931734683
HOUSE3553_10809_41.2507047795334	41.2507047795334	0.10888855287300189	0.005800483182048705
HOUSE1218_12850_41.4432541344668	41.4432541344668	0.10440183386300189	8.475265638739349E-4
HOUSE1109_8806_40.6840157537521	40.6840157537521	0.1045152090670019	0.0027993160631664127
HOUSE4736_7833_41.0998544630379	41.0998544630379	0.10729519927280191	0.00457239744150785
HOUSE2232_6747_41.2663204794147	41.2663204794147	0.11478878941880191	0.011662907985684479
HOUSE223_11865_42.1153611061163	42.1153611061163	0.11816083362820191	0.012979091394234324
HOUSE1791_9488_43.4429034338507	43.4429034338507	0.11851328426720191	0.0101170406922782
HOUSE5244_5216_44.2008255621066	44.2008255621066	0.1208100519102019	0.010578581204120127
HOUSE2441_2456_40.8057912966068	40.8057912966068	0.1086810079882019	0.006670248570223414
HOUSE14_10826_44.8533328750636	44.8533328750636	0.1209694741838019	0.009158027013946232
HOUSE2625_2632_40.1830805177781	40.1830805177781	0.11467957828780191	0.014176646222484046
HOUSE648_611_42.9203455825336	42.9203455825336	0.1135999119793019	0.00646898618648814
HOUSE648_10313_41.297398072632	41.297398072632	0.1081843094093019	0.00498317691790659
HOUSE1769_6573_40.0354202941245	40.0354202941245	0.1052192136198119	0.0050738249465382135
HOUSE1342_12222_43.4995247458573	43.4995247458573	0.1196239934718119	0.011090647463640343
HOUSE5992_10085_41.5541245276227	41.5541245276227	0.11025217981181192	0.0064294117487396635
HOUSE764_745_40.7390125814619	40.7390125814619	0.1117460377355019	0.009896975812884595
HOUSE1194_10719_44.7483415603385	44.7483415603385	0.11876433511550191	0.007207113151819933
HOUSE1191_6324_24.3654358171166	24.3654358171166	0.0644632354878019	0.0022610333041579445
HOUSE1772_1777_40.9726432524621	40.9726432524621	0.11009045213680191	0.0076756786059526405
HOUSE478_7544_40.6400396092919	40.6400396092919	0.1099018949668019	0.008292485479449566
HOUSE3122_7171_16.7271472494832	16.7271472494832	0.050054490092801905	0.0063475843153903005
HOUSE3253_10419_40.5020209250506	40.5020209250506	0.1050410937618019	0.0037658817130561406
HOUSE2739_7521_40.7578668748741	40.7578668748741	0.12068488447770193	0.0187901689060897
HOUSE628_591_41.7825740133412	41.7825740133412	0.11432749432770192	0.009951560340770868
HOUSE253_233_42.8740701261451	42.8740701261451	0.11385773237980192	0.006838857640658183
HOUSE5115_5077_42.2595017017413	42.2595017017413	0.11190969810840191	0.006378934884110413
HOUSE2266_9100_43.3523853568322	43.3523853568322	0.11457005141630192	0.006392987654991619
HOUSE3663_10201_40.159634907598	40.159634907598	0.10637550286230192	0.005929341827021262
HOUSE3663_10546_40.1091290945932	40.1091290945932	0.10668587641230191	0.006362009785446682
HOUSE4675_4640_40.1916233511072	40.1916233511072	0.10373153220190191	0.00320791458206858
HOUSE4675_4641_41.0202834477492	41.0202834477492	0.10903982216290192	0.006509693009535411
HOUSE620_8516_30.7858579717577	30.7858579717577	0.0831189422429019	0.0053703765313845575
HOUSE1590_11513_40.5054228812557	40.5054228812557	0.11469797474570191	0.013414525224933832
HOUSE202_183_42.132383564578	42.132383564578	0.11633602130820192	0.011113061017070852
HOUSE202_14163_44.6586982638624	44.6586982638624	0.12164640392970191	0.01030624359238777
HOUSE2159_8690_44.4690673972946	44.4690673972946	0.1300438519197019	0.01916286238405189
