tip	date	distance	residual
HOUSE4151_4110_42.9946695836571	42.9946695836571	0.10874467997498978	-0.004365979748918683
HOUSE2210_12285_41.7830246404235	41.7830246404235	0.10869547536798979	-0.0014273552478776957
HOUSE615_12834_43.4064611600773	43.4064611600773	0.11288505850498978	-0.0012410495689863105
HOUSE622_11712_42.1960130159277	42.1960130159277	0.10897936518198979	-0.0021618650042344173
HOUSE2484_7072_42.3593939336596	42.3593939336596	0.10997311470198978	-0.001571001052670884
HOUSE3301_9471_43.0570005920935	43.0570005920935	0.11834390089198978	0.005079537393407191
HOUSE1360_7370_44.036116655916	44.036116655916	0.11776420537898978	0.0020854122308829187
HOUSE3979_11562_41.132101601828	41.132101601828	0.11337883676598978	0.00486113545196197
HOUSE1069_9595_43.4556347150268	43.4556347150268	0.11865166961398978	0.004404303097394466
HOUSE479_13605_43.6650916747134	43.6650916747134	0.11966707572998977	0.0049032034461494595
HOUSE6019_11850_43.5409988301841	43.5409988301841	0.11521273239198977	7.54864119518292E-4
HOUSE5258_12687_43.3518179639329	43.3518179639329	0.10839335952198978	-0.005598002368371741
HOUSE1232_1216_40.4223591508706	40.4223591508706	0.09929540140198978	-0.007472126178366928
HOUSE4237_4186_43.8026444532443	43.8026444532443	0.10842488312298978	-0.006678184399424053
HOUSE559_531_42.6095057453495	42.6095057453495	0.10411222758298978	-0.008048645874003724
HOUSE1791_9488_41.3264937675925	41.3264937675925	0.10276966765498978	-0.006227390730174948
HOUSE4561_4509_41.3864750764333	41.3864750764333	0.10366589838498978	-0.005479069584986687
HOUSE3408_10198_41.7446867469698	41.7446867469698	0.09875993316498978	-0.01126835896859242
HOUSE3886_3843_41.7398587541082	41.7398587541082	0.11135493620098978	0.001338549549855933
HOUSE5318_5298_44.8873954226327	44.8873954226327	0.11087759955098977	-0.0069003856850776285
HOUSE1439_1425_41.6989371346406	41.6989371346406	0.10821208108098979	-0.0017033958057149218
HOUSE2594_2604_23.1614698741539	23.1614698741539	0.06879355366598978	0.004590135067932044
HOUSE514_8061_40.4958148564173	40.4958148564173	0.11547975048898977	0.00853108643263012
HOUSE4513_4470_41.1799807798715	41.1799807798715	0.12104618743898979	0.012410419522508556
HOUSE2684_9879_42.3989088184507	42.3989088184507	0.12144590432598978	0.009804347713230327
HOUSE3940_3897_42.4910213056807	42.4910213056807	0.1251045570739898	0.013235857706170973
HOUSE1155_9734_40.9339345584158	40.9339345584158	0.11915998321598976	0.011130947549326628
HOUSE1843_1839_44.5574250088059	44.5574250088059	0.12789849460398978	0.010934192627799558
HOUSE6019_11028_44.6734501487773	44.6734501487773	0.12712209379898978	0.009871682189439568
HOUSE277_251_41.0515036490404	41.0515036490404	0.11829310907498979	0.009974156503926745
HOUSE2170_2190_40.5090056645647	40.5090056645647	0.11750000561898978	0.010518813980386274
HOUSE779_9519_42.7418302244041	42.7418302244041	0.11399811974498977	0.0015109436591332764
HOUSE3262_10530_40.0779467343818	40.0779467343818	0.10500986657798977	-9.083648047451404E-4
HOUSE4651_4618_41.2181754515041	41.2181754515041	0.11322202486498978	0.004492071640912254
