tip	date	distance	residual
HOUSE5617_5607_40.6275278275174	40.6275278275174	0.09360231337967241	-0.011821952121223639
HOUSE4302_11665_41.5535194490201	41.5535194490201	0.10164502986567242	-0.0061455977393010675
HOUSE2573_13308_40.3989064228088	40.3989064228088	0.09957697907167243	-0.005263046771195795
HOUSE912_10883_40.673262050841	40.673262050841	0.10094205445167242	-0.004599084388484248
HOUSE4254_4212_43.8187594501546	43.8187594501546	0.11852034708567241	0.004940921860018349
HOUSE1431_13888_41.6027734662198	41.6027734662198	0.11402467406067243	0.0061081783192402095
HOUSE1052_7805_31.064257283695	31.064257283695	0.08695379025118141	0.0059683646711228555
HOUSE1052_12827_41.3457422284409	41.3457422284409	0.11091302518777243	0.003653370141785253
HOUSE6019_12734_44.4919347335413	44.4919347335413	0.11638743805267243	0.0010877202854694679
HOUSE1999_11188_43.8972611558114	43.8972611558114	0.11609895618567243	0.002318920655283385
HOUSE1385_12733_43.8852078296511	43.8852078296511	0.11556790424677241	0.001818670867927169
HOUSE427_11754_44.9837654537987	44.9837654537987	0.12124630369877243	0.004689717563635926
HOUSE3704_11714_40.9210320173068	40.9210320173068	0.11323129210877242	0.007056979657150728
HOUSE1412_9181_40.7771625625901	40.7771625625901	0.11475123654047242	0.008944581006764749
HOUSE5383_8667_44.3588500811111	44.3588500811111	0.12077129613047241	0.005811674829406019
HOUSE4005_11093_44.5573396698122	44.5573396698122	0.12302947639517242	0.007562616983253598
HOUSE2050_11031_41.4713019229707	41.4713019229707	0.11193345997157242	0.004352938412287094
HOUSE3647_3591_40.8152086254201	40.8152086254201	0.11527423509857243	0.009370353240997858
HOUSE253_232_44.6229777945731	44.6229777945731	0.12250905961857242	0.0068744626511400425
HOUSE2831_11015_40.7134747071746	40.7134747071746	0.11023917372877243	0.004595271857242206
HOUSE2732_2732_42.6277018213055	42.6277018213055	0.11129940343577242	7.637137809726607E-4
HOUSE3359_7060_44.2683575478478	44.2683575478478	0.12025064189277243	0.005522273333570735
HOUSE3871_3829_44.8132387206922	44.8132387206922	0.12201536966277243	0.005894562847432061
HOUSE2930_11715_40.2102937942988	40.2102937942988	0.10643241065577241	0.0020743824531551935
HOUSE6019_12758_41.8901671702042	41.8901671702042	0.11246322130427241	0.00381229389600124
HOUSE512_11224_43.5225309897832	43.5225309897832	0.11648762682277242	0.0036652103934123464
HOUSE4918_8324_40.0953015017848	40.0953015017848	0.09436179459687241	-0.009702371980059118
HOUSE538_13592_42.3411346538353	42.3411346538353	0.10871963760287243	-0.0010837325906844358
